id,store_name,domain,store_type,city,state,website,guessed_email,product_fit,mx_status,evidence_url,contact_form_url,recommended_action,notes
197,Brooklyn Game Lab,brooklynlab.com,board game store,Brooklyn,NY,https://www.brooklynlab.com/,info@brooklynlab.com,card_games,?,https://www.brooklynlab.com/,,review, | GUESSED: info@brooklynlab.com not on site | GUESSED: info@brooklynlab.com not
101,Challengers Comics + Conversation,challengerscomics.com,comic / game store,Chicago,IL,https://www.challengerscomics.com/,info@challengerscomics.com,card_games,?,https://www.challengerscomics.com/,,review, | GUESSED: info@challengerscomics.com not on site | GUESSED: info@challengersco
122,Chapel Hill Toys,chapelhilltoys.com,independent toy store,Chapel Hill,NC,https://www.chapelhilltoys.com/,info@chapelhilltoys.com,both,?,https://www.chapelhilltoys.com/,,review, | GUESSED: info@chapelhilltoys.com not on site | GUESSED: info@chapelhilltoys.c
151,Circle of Knowledge,circleofknowledge.com,educational toy store,Sunset Hills,MO,https://www.circleofknowledge.com/,info@circleofknowledge.com,both,?,https://www.circleofknowledge.com/,,review," | downgraded: guessed_or_unverified_email, needs email verification on official"
136,Collectible Corner & Game Store,collectiblecornermke.com,comic / game store,Milwaukee,WI,https://www.collectiblecornermke.com/,info@collectiblecornermke.com,card_games,?,https://www.collectiblecornermke.com/,,review, | GUESSED: info@collectiblecornermke.com not on site | GUESSED: info@collectibl
205,Collector's Paradise,collectorsparadise.com,comic / game store,Van Nuys,CA,https://www.collectorsparadise.com/,info@collectorsparadise.com,card_games,?,https://www.collectorsparadise.com/,,review, | GUESSED: info@collectorsparadise.com not on site | GUESSED: info@collectorspa
274,Colorado Game Company,cogameco.com,board game store,Colorado Springs,CO,https://www.cogameco.com/,info@cogameco.com,card_games,?,https://www.cogameco.com/,,review, | GUESSED: info@cogameco.com not on site | GUESSED: info@cogameco.com not on si
225,Comic Book Craze,comicbookcraze.com,comic / game store,Dallas,TX,https://www.comicbookcraze.com/,info@comicbookcraze.com,card_games,?,https://www.comicbookcraze.com/,,review, | GUESSED: info@comicbookcraze.com not on site | GUESSED: info@comicbookcraze.c
159,Comic Quest,comicquest.com,comic / game store,Lake Forest,CA,https://www.comicquest.com/,info@comicquest.com,card_games,?,https://www.comicquest.com/,,review, | GUESSED: info@comicquest.com not on site | GUESSED: info@comicquest.com not o
116,Comics & Gaming Outpost,comicsgamingoutpost.com,comic / game store,Gainesville,VA,https://www.comicsgamingoutpost.com/,info@comicsgamingoutpost.com,card_games,?,https://www.comicsgamingoutpost.com/,,review, | GUESSED: info@comicsgamingoutpost.com not on site | GUESSED: info@comicsgamin
178,Common Interest,commoninterestdetroit.com,board game store,Detroit,MI,https://www.commoninterestdetroit.com/,info@commoninterestdetroit.com,card_games,?,https://www.commoninterestdetroit.com/,,review, | GUESSED: info@commoninterestdetroit.com not on site | GUESSED: info@commonint
232,CoolStuff Games,coolstuffinc.com,board game store,Maitland,FL,https://www.coolstuffinc.com/,info@coolstuffinc.com,card_games,?,https://www.coolstuffinc.com/,,review, | GUESSED: info@coolstuffinc.com not on site | GUESSED: info@coolstuffinc.com n
160,Criminal Records,criminalrecordsatl.com,comic / game store,Atlanta,GA,https://www.criminalrecordsatl.com/,info@criminalrecordsatl.com,card_games,?,https://www.criminalrecordsatl.com/,,review, | GUESSED: info@criminalrecordsatl.com not on site | GUESSED: info@criminalreco
275,Crimson Dragon Games,crimsondragongames.com,board game store,Plano,TX,https://www.crimsondragongames.com/,info@crimsondragongames.com,card_games,?,https://www.crimsondragongames.com/,,review, | GUESSED: info@crimsondragongames.com not on site | GUESSED: info@crimsondrago
239,Critical Hit Games,criticalhitaz.com,board game store,Mesa,AZ,https://www.criticalhitaz.com/,info@criticalhitaz.com,card_games,?,https://www.criticalhitaz.com/,,review, | GUESSED: info@criticalhitaz.com not on site | GUESSED: info@criticalhitaz.com
64,D & J Hobby & Toy,djhobbytoys.com,toy store / hobby shop,San Jose,CA,https://www.djhobbytoys.com/,info@djhobbytoys.com,both,?,https://www.djhobbytoys.com/,,review,50+ years in business. Email from website. Physical location in San Jose. | GUES
164,D4 Seasons,d4seasons.com,board game store,New Orleans,LA,https://www.d4seasons.com/,info@d4seasons.com,card_games,?,https://www.d4seasons.com/,,review, | GUESSED: info@d4seasons.com not on site | GUESSED: info@d4seasons.com not on 
228,Dallas Games Marathon,dallasgamesmarathon.com,board game store,Dallas,TX,https://www.dallasgamesmarathon.com/,info@dallasgamesmarathon.com,card_games,?,https://www.dallasgamesmarathon.com/,,review," | downgraded: guessed_or_unverified_email, needs email verification on official"
169,Dice Cafe,dicecafestl.com,board game store / cafe,St. Louis,MO,https://www.dicecafestl.com/,info@dicecafestl.com,card_games,?,https://www.dicecafestl.com/,,review, | GUESSED: info@dicecafestl.com not on site
260,Dice City Games,dicecitygames.com,board game store,Vancouver,WA,https://www.dicecitygames.com/,info@dicecitygames.com,card_games,?,https://www.dicecitygames.com/,,review, | GUESSED: info@dicecitygames.com not on site
301,Diversions Puzzles & Games,diversionspuzzles.com,puzzle / game store,Providence,RI,https://www.diversionspuzzles.com/,info@diversionspuzzles.com,both,?,https://www.diversionspuzzles.com/,,review,"Batch4e: Providence puzzle and game store. Jigsaw puzzles, board games. | downgr"
227,Doc's Comics & Games,docscomics.com,comic / game store,Fort Worth,TX,https://www.docscomics.com/,info@docscomics.com,card_games,?,https://www.docscomics.com/,,review, | GUESSED: info@docscomics.com not on site
124,Dr. No's Comics & Games,drnoscomics.com,comic / game store,Marietta,GA,https://www.drnoscomics.com/,info@drnoscomics.com,card_games,?,https://www.drnoscomics.com/,,review, | GUESSED: info@drnoscomics.com not on site
280,Dragon's Keep Games,dragonskeepgames.com,board game store,Provo,UT,https://www.dragonskeepgames.com/,info@dragonskeepgames.com,card_games,?,https://www.dragonskeepgames.com/,,review, | GUESSED: info@dragonskeepgames.com not on site
190,Eastern National / America's National Parks,eparks.com,national park gift shop,Multiple,Various,https://www.eparks.com/,customerservice@eparks.com,both,?,https://www.eparks.com/,,review,Major park gift shop operator. Vendor application portal available online. | GUE
184,Eastside Gamers,eastsidegamers.com,board game store,Nashville,TN,https://www.eastsidegamers.com/,info@eastsidegamers.com,card_games,?,https://www.eastsidegamers.com/,,review, | GUESSED: info@eastsidegamers.com not on site
246,Element Toys,elementtoys.com,independent toy store,Brooklyn,NY,https://www.elementtoys.com/,info@elementtoys.com,both,?,https://www.elementtoys.com/,,review, | GUESSED: info@elementtoys.com not on site
96,Emerald Knights,emeraldknights.com,comic / game store,Burbank,CA,https://www.emeraldknights.com/,info@emeraldknights.com,card_games,?,https://www.emeraldknights.com/,,review, | GUESSED: info@emeraldknights.com not on site
224,Enchanted Forest Toy Shoppe,enchantedforesttoyshoppe.com,independent toy store,Telluride,CO,https://www.enchantedforesttoyshoppe.com/,info@enchantedforesttoyshoppe.com,both,?,https://www.enchantedforesttoyshoppe.com/,,review, | GUESSED: info@enchantedforesttoyshoppe.com not on site
179,Eternal Games,eternalgames.com,board game store,Warren,MI,https://www.eternalgames.com/,info@eternalgames.com,card_games,?,https://www.eternalgames.com/,,review, | GUESSED: info@eternalgames.com not on site
303,Eureka! Puzzle Shop,eurekapuzzleshop.com,puzzle store,Burlington,VT,https://www.eurekapuzzleshop.com/,info@eurekapuzzleshop.com,both,?,https://www.eurekapuzzleshop.com/,,review,"Batch4e: Burlington VT puzzle store. Specialty puzzles, gifts. | GUESSED: info@e"
262,Event Horizon Games,eventhz.com,board game store,Raleigh,NC,https://www.eventhz.com/,info@eventhz.com,card_games,?,https://www.eventhz.com/,,review, | GUESSED: info@eventhz.com not on site
255,Evolution Games,evolutiongamesmi.com,board game store,Lansing,MI,https://www.evolutiongamesmi.com/,info@evolutiongamesmi.com,card_games,?,https://www.evolutiongamesmi.com/,,review, | GUESSED: info@evolutiongamesmi.com not on site
168,Fantasy Shop,fantasyshoponline.com,comic / game store,St. Louis,MO,https://www.fantasyshoponline.com/,info@fantasyshoponline.com,card_games,?,https://www.fantasyshoponline.com/,,review, | GUESSED: info@fantasyshoponline.com not on site
222,Finnegan's Toys & Gifts,finneganstoys.com,independent toy store,Portland,OR,https://www.finnegans toys.com/,info@finneganstoys.com,both,?,https://www.finnegans toys.com/,,review, | downgraded_from_A: guessed_email_or_unverified_email. Action: find_official_e
211,First Aid Comics,firstaidcomics.com,comic / game store,Chicago,IL,https://www.firstaidcomics.com/,info@firstaidcomics.com,card_games,?,https://www.firstaidcomics.com/,,review, | GUESSED: info@firstaidcomics.com not on site
195,Forbidden Planet NYC,forbiddenplanetnyc.com,comic / game store,New York,NY,https://www.forbiddenplanetnyc.com/,info@forbiddenplanetnyc.com,card_games,?,https://www.forbiddenplanetnyc.com/,,review, | GUESSED: info@forbiddenplanetnyc.com not on site
137,Fun4All Gaming Lounge,fun4allgr.com,board game store / lounge,Grand Rapids,MI,https://www.fun4allgr.com/,info@fun4allgr.com,card_games,?,https://www.fun4allgr.com/,,review, | GUESSED: info@fun4allgr.com not on site
288,Funagain Games,funagain.com,board game store,Ashland,OR,https://www.funagain.com/,info@funagain.com,card_games,?,https://www.funagain.com/,,review,Batch4d: Ashland board game retailer. Catalog sales nationwide. | downgraded: gu
212,G-Mart Comics,gmartcomics.com,comic / game store,Chicago,IL,https://www.gmartcomics.com/,info@gmartcomics.com,card_games,?,https://www.gmartcomics.com/,,review, | GUESSED: info@gmartcomics.com not on site
99,Game Cafe,gamecafepaloalto.com,board game store,Palo Alto,CA,https://www.gamecafepaloalto.com/,info@gamecafepaloalto.com,card_games,?,https://www.gamecafepaloalto.com/,,review, | GUESSED: info@gamecafepaloalto.com not on site
142,Game Depot,gamedepotaz.com,board game store,Tempe,AZ,https://www.gamedepotaz.com/,info@gamedepotaz.com,card_games,?,https://www.gamedepotaz.com/,,review, | GUESSED: info@gamedepotaz.com not on site
180,Game Forge,gameforgelv.com,board game store,Las Vegas,NV,https://www.gameforgelv.com/,info@gameforgelv.com,card_games,?,https://www.gameforgelv.com/,,review, | GUESSED: info@gameforgelv.com not on site
297,Game Galaxy,gamegalaxysa.com,board game store,San Antonio,TX,https://www.gamegalaxysa.com/,info@gamegalaxysa.com,card_games,?,https://www.gamegalaxysa.com/,,review,"Batch4d: San Antonio board game store. Card games, TCGs, puzzles. | GUESSED: inf"
148,Game Grid,gamegridutah.com,board game store,Salt Lake City,UT,https://www.gamegridutah.com/,info@gamegridutah.com,card_games,?,https://www.gamegridutah.com/,,review, | GUESSED: info@gamegridutah.com not on site
95,Game Haus,gamehausglendale.com,board game store,Glendale,CA,https://www.gamehausglendale.com/,info@gamehausglendale.com,card_games,?,https://www.gamehausglendale.com/,,review,Physical retail store in Glendale (LA area).
145,Game Haven,gamehavenutah.com,board game store,Salt Lake City,UT,https://www.gamehavenutah.com/,info@gamehavenutah.com,card_games,?,https://www.gamehavenutah.com/,,review, | GUESSED: info@gamehavenutah.com not on site
183,Game Lair,gamelairnashville.com,board game store,Nashville,TN,https://www.gamelairnashville.com/,info@gamelairnashville.com,card_games,?,https://www.gamelairnashville.com/,,review,
113,Game Masters,gamemasterspgh.com,board game store,Pittsburgh,PA,https://www.gamemasterspgh.com/,info@gamemasterspgh.com,card_games,?,https://www.gamemasterspgh.com/,,review," | downgraded: guessed_or_unverified_email, needs email verification on official"
98,Game Parlour,gameparloursf.com,board game store,San Francisco,CA,https://www.gameparloursf.com/,hello@gameparloursf.com,card_games,?,https://www.gameparloursf.com/,,review, | GUESSED: hello@gameparloursf.com not on site
135,Game Universe,gameuniverse.com,board game store,Milwaukee,WI,https://www.gameuniverse.com/,info@gameuniverse.com,card_games,?,https://www.gameuniverse.com/,,review,
175,Gameday,gamedaymiami.com,board game store,Miami,FL,https://www.gamedaymiami.com/,info@gamedaymiami.com,card_games,?,https://www.gamedaymiami.com/,,review,
278,Gameology & More,gameologysd.com,board game store,San Diego,CA,https://www.gameologysd.com/,info@gameologysd.com,card_games,?,https://www.gameologysd.com/,,review,
202,Gameology Pasadena,gameologypasadena.com,board game store,Pasadena,CA,https://www.gameologypasadena.com/,info@gameologypasadena.com,card_games,?,https://www.gameologypasadena.com/,,review,
120,Gamers Geek and Tavern,gamersgeekandtavern.com,board game store / tavern,Raleigh,NC,https://www.gamersgeekandtavern.com/,info@gamersgeekandtavern.com,card_games,?,https://www.gamersgeekandtavern.com/,,review,Game tavern format. Retail component unclear.
257,Gamers HQ,gamershq.com,board game store,Kalamazoo,MI,https://www.gamershq.com/,info@gamershq.com,card_games,?,https://www.gamershq.com/,,review, | GUESSED: info@gamershq.com not on site
286,Games & Gizmos,gamesngizmos.com,board game store,Redmond,WA,https://www.gamesngizmos.com/,info@gamesngizmos.com,card_games,?,https://www.gamesngizmos.com/,,review,Batch4d: Redmond board game store at Redmond Town Center. | downgraded: guessed_
213,Games Plus,games-plus.com,board game store,Mt Prospect,IL,https://www.games-plus.com/,info@games-plus.com,card_games,?,https://www.games-plus.com/,,review, | GUESSED: info@games-plus.com not on site
244,Gamestoria,gamestorianyc.com,board game store,New York,NY,https://www.gamestorianyc.com/,info@gamestorianyc.com,card_games,?,https://www.gamestorianyc.com/,,review,
130,Gamezone,gamezonesd.com,board game store,San Diego,CA,https://www.gamezonesd.com/,info@gamezonesd.com,card_games,?,https://www.gamezonesd.com/,,review,
84,Generation X Comics,genxcomics.com,comic / game store,Bedford,TX,https://www.genxcomics.com/,info@genxcomics.com,card_games,?,https://www.genxcomics.com/,,review,Email from website. Physical store in Bedford (DFW). Comics + games.
162,Giga-Bites Cafe,gigabitescafe.com,board game store / cafe,Marietta,GA,https://www.gigabitescafe.com/,info@gigabitescafe.com,card_games,?,https://www.gigabitescafe.com/,,review, | GUESSED: info@gigabitescafe.com not on site
302,Go Toys & Games,gotoysgames.com,independent toy store,Manchester,VT,https://www.gotoysgames.com/,info@gotoysgames.com,both,?,https://www.gotoysgames.com/,,review,"Batch4e: Vermont independent toy store. Puzzles, games, family."
256,Gold Rush Games,goldrushgames.com,board game store,Farmington Hills,MI,https://www.goldrushgames.com/,info@goldrushgames.com,card_games,?,https://www.goldrushgames.com/,,review,
215,Graham Crackers Comics,grahamcrackers.com,comic / game store,Naperville,IL,https://www.grahamcrackers.com/,info@grahamcrackers.com,card_games,?,https://www.grahamcrackers.com/,,review, | GUESSED: info@grahamcrackers.com not on site
138,Grand Lantern Games,grandlanterngames.com,board game store,Grand Rapids,MI,https://www.grandlanterngames.com/,info@grandlanterngames.com,card_games,?,https://www.grandlanterngames.com/,,review,
17,Great Escape Adventures,GreatEscapeAdventures.net,board game / hobby store,Ithaca,NY,https://greatescapeadventures.net/,SALES@GreatEscapeAdventures.net,card_games,?,https://greatescapeadventures.net/,,review,4 locations in NY. Email: SALES@GreatEscapeAdventures.net | GUESSED: SALES@Great
241,Heavy Dice Games,heavydicegames.com,board game store,Provo,UT,https://www.heavydicegames.com/,info@heavydicegames.com,card_games,?,https://www.heavydicegames.com/,,review,
152,Heroes Collectables,heroescollectables.com,comic / game store,Houston,TX,https://www.heroescollectables.com/,info@heroescollectables.com,card_games,?,https://www.heroescollectables.com/,,review, | GUESSED: info@heroescollectables.com not on site
97,HiDeHo Comics & Games,hidehocomics.com,comic / game store,Santa Monica,CA,https://www.hidehocomics.com/,info@hidehocomics.com,card_games,?,https://www.hidehocomics.com/,,review, | GUESSED: info@hidehocomics.com not on site
253,Hobby Bunker Games,hobbybunker.com,board game / hobby store,Malden,MA,https://www.hobbybunker.com/,info@hobbybunker.com,card_games,?,https://www.hobbybunker.com/,,review," | downgraded: guessed_or_unverified_email, needs email verification on official"
147,Hobby Hobbies,blickhobbies.com,toy / hobby store,Salt Lake City,UT,https://www.blickhobbies.com/,info@blickhobbies.com,both,?,https://www.blickhobbies.com/,,review,
296,Humble Hobby,humblehobby.com,toy / hobby store,Denver,CO,https://www.humblehobby.com/,info@humblehobby.com,both,?,https://www.humblehobby.com/,,review,"Batch4d: Denver hobby store. Games, puzzles, models, LEGO."
22,I'm Board! Games & Family Fun,imboardgames.com,board game store,Madison,WI,https://imboardgames.com/,info@imboardgames.com,both,?,https://legacy.fabtcg.com/en/locator/im-board-games-family-fun/,https://imboardgames.com/?page_id=7120,review,"6917 University Ave, Middleton WI | (608) 831-6631 | Email: info@imboardgames.co"
141,Imperial Outpost Games,imperialoutpostgames.com,board game store,Phoenix,AZ,https://www.imperialoutpostgames.com/,info@imperialoutpostgames.com,card_games,?,https://www.imperialoutpostgames.com/,,review,
206,Itsy Bitsy,itsybitsysf.com,independent toy store,San Francisco,CA,https://www.itsybitsysf.com/,info@itsybitsysf.com,both,?,https://www.itsybitsysf.com/,,review,
103,JP Comics & Games,jpcomics.com,comic / game store,Jamaica Plain,MA,https://www.jpcomics.com/,info@jpcomics.com,card_games,?,https://www.jpcomics.com/,,review, | GUESSED: info@jpcomics.com not on site
250,JP Puzzles,jppuzzles.com,puzzle store,Jamaica Plain,MA,https://www.jppuzzles.com/,info@jppuzzles.com,puzzles,?,https://www.jppuzzles.com/,,review," | downgraded: guessed_or_unverified_email, needs email verification on official"
265,Joystick Gamebar,joystickgamebar.com,board game store / bar,Atlanta,GA,https://www.joystickgamebar.com/,info@joystickgamebar.com,card_games,?,https://www.joystickgamebar.com/,,review, | GUESSED: info@joystickgamebar.com not on site
94,Kidding Around,kiddingaroundtoys.com,independent toy store,New York,NY,https://www.kiddingaroundtoys.com/,info@kiddingaroundtoys.com,both,?,https://www.kiddingaroundtoys.com/,,review, | GUESSED: info@kiddingaroundtoys.com not on site
114,Labyrinth Game Shop,labyrinthgameshop.com,board game store,Washington,DC,https://www.labyrinthgameshop.com/,info@labyrinthgameshop.com,card_games,?,https://www.labyrinthgameshop.com/,,review, | GUESSED: info@labyrinthgameshop.com not on site
254,Lake Geneva Games,lakegenevagames.com,board game store,Lake Geneva,WI,https://www.lakegenevagames.com/,info@lakegenevagames.com,card_games,?,https://www.lakegenevagames.com/,,review," | downgraded: guessed_or_unverified_email, needs email verification on official"
173,Lakeshore Learning Store,lakeshorelearning.com,educational toy store,Rockville,MD,https://www.lakeshorelearning.com/,service@lakeshorelearning.com,both,?,https://www.lakeshorelearning.com/,,review,National chain. Email available. Verify local store wholesale policy. | downgrad
150,Learning Tree Toys,learningtreetoys.com,independent toy store,Prairie Village,KS,https://learningtreetoys.com/,info@learningtreetoys.com,both,?,https://learningtreetoys.com/,,review," | downgraded: guessed_or_unverified_email, needs email verification on official"
110,Levels Up Games,levelsuggames.com,board game store,Roseville,MN,https://www.levelsuggames.com/,info@levelsuggames.com,card_games,?,https://www.levelsuggames.com/,,review,
277,Little Apple Toys,littleappletoys.com,independent toy store,Austin,TX,https://www.littleappletoys.com/,info@littleappletoys.com,both,?,https://www.littleappletoys.com/,,review,
126,Little Shop of Stories,littleshopofstories.com,bookstore / gift shop,Decatur,GA,https://www.littleshopofstories.com/,info@littleshopofstories.com,both,?,https://www.littleshopofstories.com/,,review," | downgraded: guessed_or_unverified_email, needs email verification on official"
200,Little Things Toy Store,littlethingsbrooklyn.com,independent toy store,Brooklyn,NY,https://www.littlethingsbrooklyn.com/,info@littlethingsbrooklyn.com,both,?,https://www.littlethingsbrooklyn.com/,,review,
85,Lone Star Comics,lonestarcomics.com,comic / game store,Arlington,TX,https://www.lonestarcomics.com/,info@lonestarcomics.com,card_games,?,https://www.lonestarcomics.com/,,review,Multiple DFW locations. Email from website. | downgraded: guessed_or_unverified_
182,Maximum Comics,maximumcomics.com,comic / game store,Las Vegas,NV,https://www.maximumcomics.com/,info@maximumcomics.com,card_games,?,https://www.maximumcomics.com/,,review, | GUESSED: info@maximumcomics.com not on site
204,Mega Toys,megatoysla.com,independent toy store,Santa Monica,CA,https://www.megatoysla.com/,info@megatoysla.com,both,?,https://www.megatoysla.com/,,review,
238,Miami Geek Out!,miamigeekout.com,board game store,Miami,FL,https://www.miamigeekout.com/,info@miamigeekout.com,card_games,?,https://www.miamigeekout.com/,,review,
196,Midtown Comics,midtowncomics.com,comic / game store,New York,NY,https://www.midtowncomics.com/,info@midtowncomics.com,card_games,?,https://www.midtowncomics.com/,,review," | downgraded: guessed_or_unverified_email, needs email verification on official"
185,MoMA Design Store,momastore.org,museum gift shop,New York,NY,https://www.momastore.org/,customerservice@momastore.org,both,?,https://www.momastore.org/,,review,Museum gift chain. Large org. May require vendor/supplier application. | GUESSED
188,Museum of Science & Industry Gift Shop,msichicago.org,museum gift shop,Chicago,IL,https://www.msichicago.org/,giftshop@msichicago.org,both,?,https://www.msichicago.org/,,review,Museum gift shop. Vendor process likely needed. | downgraded: guessed_or_unverif
123,My Parent's Basement,myparentsbasement.com,board game store / bar,Avondale Estates,GA,https://www.myparentsbasement.com/,info@myparentsbasement.com,card_games,?,https://www.myparentsbasement.com/,,review, | GUESSED: info@myparentsbasement.com not on site
107,Nan's Nook Hobby & Toy,nansnook.com,toy store / hobby shop,Austin,TX,https://www.nansnook.com/,info@nansnook.com,both,?,https://www.nansnook.com/,,review,
236,Nerdy Needs,nerdyneeds.com,board game store,Tampa,FL,https://www.nerdyneeds.com/,info@nerdyneeds.com,card_games,?,https://www.nerdyneeds.com/,,review," | downgraded: guessed_or_unverified_email, needs email verification on official"
252,New England Comics,newenglandcomics.com,comic / game store,Cambridge,MA,https://www.newenglandcomics.com/,info@newenglandcomics.com,card_games,?,https://www.newenglandcomics.com/,,review," | downgraded: guessed_or_unverified_email, needs email verification on official"
245,New York Puzzle Company Store,nystylepuzzles.com,puzzle store,New York,NY,https://www.nystylepuzzles.com/,info@nystylepuzzles.com,puzzles,?,https://www.nystylepuzzles.com/,,review,
128,Next Level Games,nextlevelgamesnashville.com,board game store,Nashville,TN,https://www.nextlevelgamesnashville.com/,staff@nextlevelgamesnashville.com,card_games,?,https://www.nextlevelgamesnashville.com/,,review, | GUESSED: staff@nextlevelgamesnashville.com not on site
209,Noble Thought Games,noblethoughtgames.com,board game store,San Jose,CA,https://www.noblethoughtgames.com/,info@noblethoughtgames.com,card_games,?,https://www.noblethoughtgames.com/,,review,
146,Oasis Games,oasisgamesutah.com,board game store,Salt Lake City,UT,https://www.oasisgamesutah.com/,info@oasisgamesutah.com,card_games,?,https://www.oasisgamesutah.com/,,review,
161,Oxford Comics & Games,oxfordcomics.com,comic / game store,Atlanta,GA,https://www.oxfordcomics.com/,info@oxfordcomics.com,card_games,?,https://www.oxfordcomics.com/,,review, | GUESSED: info@oxfordcomics.com not on site
270,Painted Yahtzee Gaming,paintedyahzee.com,board game store,Orlando,FL,https://www.paintedyahzee.com/,info@paintedyahzee.com,card_games,?,https://www.paintedyahzee.com/,,review,
249,Paper Ships,paperships.com,toy / gift store,Los Angeles,CA,https://www.paperships.com/,hello@paperships.com,both,?,https://www.paperships.com/,,review," | downgraded: guessed_or_unverified_email, needs email verification on official"
149,Park City Toy Lending Library,parkcitytoylibrary.com,toy store / gift shop,Park City,UT,https://www.parkcitytoylibrary.com/,info@parkcitytoylibrary.com,both,?,https://www.parkcitytoylibrary.com/,,review,Small specialty toy store. Verify focus.
284,Patina - Gifts & Toys,patinamn.com,gift / toy store,Minneapolis,MN,https://www.patinamn.com/,info@patinamn.com,both,?,https://www.patinamn.com/,,review,
291,Peekaboo Toys,peekabootoyspdx.com,independent toy store,Portland,OR,https://www.peekabootoyspdx.com/,info@peekabootoyspdx.com,both,?,https://www.peekabootoyspdx.com/,,review,Batch4d: Portland independent toy store in Alberta Arts District.
133,Pegasus Games,pegasusgames.com,board game store,Madison,WI,https://www.pegasusgames.com/,info@pegasusgames.com,card_games,?,https://www.pegasusgames.com/,,review, | GUESSED: info@pegasusgames.com not on site
112,Phantom of the Attic,phantomoftheattic.com,comic / game store,Pittsburgh,PA,https://www.phantomoftheattic.com/,info@phantomoftheattic.com,card_games,?,https://www.phantomoftheattic.com/,,review,
78,Phoenix Comics & Games,phoenixseattle.com,comic / game store,Seattle,WA,https://www.phoenixseattle.com/,info@phoenixseattle.com,card_games,?,https://www.phoenixseattle.com/,,review,Email from website. Comics + games focus. | GUESSED: info@phoenixseattle.com not
100,Phoenix Comics & Games,phoenixcomicsseattle.com,comic / game store,Seattle,WA,https://www.phoenixcomicsseattle.com/,info@phoenixcomicsseattle.com,card_games,?,https://www.phoenixcomicsseattle.com/,,review,
210,Play Games San Jose,playgamessj.com,board game store,San Jose,CA,https://www.playgamessj.com/,info@playgamessj.com,card_games,?,https://www.playgamessj.com/,,review,
194,Politics and Prose,politics-prose.com,bookstore gift section,Washington,DC,https://www.politics-prose.com/,info@politics-prose.com,both,?,https://www.politics-prose.com/,,review," | downgraded: guessed_or_unverified_email, needs email verification on official"
192,Powell's Books,powells.com,bookstore gift section,Portland,OR,https://www.powells.com/,vendor@powells.com,both,?,https://www.powells.com/,,review,Major indie bookstore. Gift/game section. Vendor inquiry: vendor@powells.com | G
